"","#chrom","start","end","peak_id","score","strand","auc","pvalue","fdr","summit","logfc:avg","logfc:genrich/o3-gams-GFP.pb.bam","logfc:genrich/o3g_m3GFP.pb.bam","logfc:genrich/o3g_m4GFP.pb.bam","tss_id","description","tss_distance","tss_distance_rank"
"241","PbANKA_09_v3",1509992,1511617,"gams_GFP-AP2-O3_898",1000,"-",29984.980469,58.568592,-1,1014,3.4846,4.5258,2.3849,2.4115,"PBANKA_0941800.1","histone H2B%2C putative",-460,1
"242","PbANKA_09_v3",1512215,1513911,"gams_GFP-AP2-O3_899",1000,"+",39420.652344,59.021385,-1,799,3.4606,4.6069,2.1502,2.0771,"PBANKA_0941900.1","histone H4%2C putative",-604,1
"243","PbANKA_09_v3",1525830,1526213,"gams_GFP-AP2-O3_900",1000,"+",2104.056885,12.324442,-1,184,1.2567,2.1132,0.2801,0.7029,"PBANKA_0942200.1","DNA-directed RNA polymerase III subunit RPC8%2C putative",-484,1
"244","PbANKA_09_v3",1571145,1571870,"gams_GFP-AP2-O3_903",1000,"+",3407.021973,15.280322,-1,526,1.4258,2.4265,0.1403,0.6615,"PBANKA_0943400.1","CPW-WPC family protein",-533,1
"245","PbANKA_09_v3",1580679,1581682,"gams_GFP-AP2-O3_904",1000,"-",31319.501953,51.840401,-1,256,3.1826,4.5193,1.3305,0.8411,"PBANKA_0943500.1","FeS cluster assembly protein SufD",-740,1
"246","PbANKA_10_v3",139531,139965,"gams_GFP-AP2-O3_917",1000,"-",1797.695923,10.338245,-1,246,1.2571,2.0168,0.3477,0.8885,"PBANKA_1002100.1","6-cysteine protein",-977,1
"247","PbANKA_10_v3",167180,167799,"gams_GFP-AP2-O3_919",1000,"-",5997.023926,22.240652,-1,238,1.8436,3.0539,0.074,0.4955,"PBANKA_1002600.1","6-cysteine protein",-578,1
"248","PbANKA_10_v3",278792,279495,"gams_GFP-AP2-O3_926",1000,"+",1959.135986,8.760672,-1,434,1.1228,2.0024,0.3022,0.3713,"PBANKA_1005400.1","conserved Plasmodium protein%2C unknown function",-985,1
"249","PbANKA_10_v3",370140,370479,"gams_GFP-AP2-O3_933",1000,"-",1579.828735,9.92667,-1,174,1.2309,2.0703,0.8358,0.08,"PBANKA_1007900.1","conserved Plasmodium protein%2C unknown function",-806,1
"250","PbANKA_10_v3",490348,491964,"gams_GFP-AP2-O3_942",1000,"+",7114.51123,14.975735,-1,952,1.6476,2.4975,1.1048,0.6796,"PBANKA_1010600.1","calmodulin%2C putative",-300,1
"251","PbANKA_10_v3",503837,504375,"gams_GFP-AP2-O3_943",1000,"-",3638.623291,16.30138,-1,286,1.5292,2.5016,0.9671,0.0579,"PBANKA_1010900.1","protein kinase%2C putative",-660,1
"252","PbANKA_10_v3",503837,504375,"gams_GFP-AP2-O3_943",1000,"+",3638.623291,16.30138,-1,286,1.5292,2.5016,0.9671,0.0579,"PBANKA_1011100.1","conserved Plasmodium protein%2C unknown function",-678,2
"253","PbANKA_10_v3",592193,592635,"gams_GFP-AP2-O3_952",1000,"-",3175.775635,15.806746,-1,212,1.3059,2.4906,-0.5154,0.1339,"PBANKA_1012800.1","voltage-dependent anion-selective channel protein%2C putative",-368,1
"254","PbANKA_10_v3",622019,622612,"gams_GFP-AP2-O3_958",1000,"-",4440.148926,17.817535,-1,302,1.7342,2.6782,0.9087,0.7683,"PBANKA_1013900.1","PhIL1 interacting protein PIP3%2C putative",-375,1
"255","PbANKA_10_v3",676501,677411,"gams_GFP-AP2-O3_963",1000,"+",16688.580078,44.417366,-1,297,2.7962,3.9596,1.5573,1.2247,"PBANKA_1015500.1","AP2 domain transcription factor AP2-O3",-916,1
"256","PbANKA_10_v3",685438,685978,"gams_GFP-AP2-O3_964",1000,"+",3200.296143,15.231647,-1,322,1.3222,2.1852,0.7556,0.3395,"PBANKA_1015800.1","conserved Plasmodium protein%2C unknown function",-266,1
"257","PbANKA_10_v3",727662,728379,"gams_GFP-AP2-O3_970",1000,"+",5088.657715,13.945518,-1,355,1.3753,2.2174,0.7531,0.5327,"PBANKA_1017200.1","conserved Plasmodium protein%2C unknown function",-842,1
"258","PbANKA_10_v3",727662,728379,"gams_GFP-AP2-O3_970",1000,"-",5088.657715,13.945518,-1,355,1.3753,2.2174,0.7531,0.5327,"PBANKA_1017100.1","DNA mismatch repair protein MSH2%2C putative",-991,2
"259","PbANKA_10_v3",783892,784846,"gams_GFP-AP2-O3_977",1000,"+",11534.285156,24.271591,-1,336,1.9331,3.0789,0.9843,0.0402,"PBANKA_1018600.1","60S ribosomal protein L21%2C putative",-803,1
"260","PbANKA_10_v3",791177,791776,"gams_GFP-AP2-O3_980",1000,"-",3056.294922,14.145891,-1,306,1.4188,2.3379,0.5523,0.5836,"PBANKA_1018800.1","conserved Plasmodium protein%2C unknown function",-266,1
"261","PbANKA_10_v3",808636,809762,"gams_GFP-AP2-O3_983",1000,"-",8533.015625,15.775869,-1,300,1.5154,2.5581,0.362,0.4873,"PBANKA_1019400.1","60S ribosomal protein L7-3%2C putative",-596,1
"262","PbANKA_10_v3",875757,876873,"gams_GFP-AP2-O3_990",1000,"+",12549.787109,25.641912,-1,773,2.0445,3.1859,0.5124,0.8866,"PBANKA_1021200.1","conserved Plasmodium protein%2C unknown function",-280,1
"263","PbANKA_10_v3",947205,947588,"gams_GFP-AP2-O3_998",1000,"+",2699.898926,14.773404,-1,211,1.3556,2.4003,-0.0238,0.5005,"PBANKA_1023800.1","conserved Plasmodium protein%2C unknown function",-108,1
"264","PbANKA_10_v3",1160994,1161607,"gams_GFP-AP2-O3_1022",1000,"-",4928.637695,19.656794,-1,240,1.6822,2.8708,0.4559,-0.0881,"PBANKA_1028400.1","60S ribosomal protein L10%2C putative",-867,1
"265","PbANKA_10_v3",1215821,1216404,"gams_GFP-AP2-O3_1029",1000,"+",4033.994629,17.861609,-1,318,1.6595,2.7389,0.4023,0.5657,"PBANKA_1030200.1","conserved Plasmodium protein%2C unknown function",-984,1
"266","PbANKA_10_v3",1316011,1316627,"gams_GFP-AP2-O3_1034",1000,"-",5073.172363,21.509424,-1,224,1.9026,2.9989,0.7734,0.5978,"PBANKA_1032400.1","alpha/beta hydrolase%2C putative",-307,1
"267","PbANKA_10_v3",1457676,1458797,"gams_GFP-AP2-O3_1050",1000,"-",11415.164062,35.233459,-1,242,2.3641,3.6563,0.708,0.2661,"PBANKA_1035900.1","glycerophosphodiester phosphodiesterase%2C putative",-299,1
"268","PbANKA_10_v3",1552280,1552758,"gams_GFP-AP2-O3_1059",1000,"+",3676.740723,17.653635,-1,269,1.8138,2.4718,1.2088,1.4268,"PBANKA_1038800.1","conserved Plasmodium protein%2C unknown function",-479,1
"269","PbANKA_10_v3",1574833,1575515,"gams_GFP-AP2-O3_1061",1000,"+",2450.762451,10.011406,-1,506,1.1671,2.0946,0.8308,-0.5416,"PBANKA_1039400.1","ribosomal protein S27a%2C putative",-370,1
"270","PbANKA_11_v3",126337,127254,"gams_GFP-AP2-O3_1076",1000,"-",3484.601562,10.593026,-1,531,1.334,2.1177,0.9035,0.4354,"PBANKA_1102800.1","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase%2C putative",-896,1
"271","PbANKA_11_v3",126337,127254,"gams_GFP-AP2-O3_1076",1000,"+",3484.601562,10.593026,-1,531,1.334,2.1177,0.9035,0.4354,"PBANKA_1102900.1","conserved Plasmodium protein%2C unknown function",-924,2
"272","PbANKA_11_v3",136248,136708,"gams_GFP-AP2-O3_1077",1000,"+",2562.592041,11.359406,-1,217,1.2207,2.1438,0.1116,0.5771,"PBANKA_1103100.1","actin-depolymerizing factor 1",-603,1
"273","PbANKA_11_v3",158996,159865,"gams_GFP-AP2-O3_1081",1000,"-",9824.825195,29.844282,-1,430,2.2646,3.4012,1.3331,0.4127,"PBANKA_1103700.1","AN1-type zinc finger protein%2C putative",-571,1
"274","PbANKA_11_v3",158996,159865,"gams_GFP-AP2-O3_1081",1000,"+",9824.825195,29.844282,-1,430,2.2646,3.4012,1.3331,0.4127,"PBANKA_1103800.1","ATP-dependent RNA helicase DDX27%2C putative",-976,2
"275","PbANKA_11_v3",210375,210800,"gams_GFP-AP2-O3_1083",1000,"+",3192.952881,16.042912,-1,188,1.3624,2.4579,0.2998,-0.0175,"PBANKA_1104900.1","UDP-N-acetylglucosamine transporter%2C putative",-464,1
"276","PbANKA_11_v3",221920,222584,"gams_GFP-AP2-O3_1084",1000,"+",7445.04541,23.960047,-1,441,1.792,3.0554,-0.0839,0.1793,"PBANKA_1105200.1","conserved protein%2C unknown function",-84,1
"277","PbANKA_11_v3",237777,239124,"gams_GFP-AP2-O3_1089",1000,"-",9064.166992,23.600264,-1,1024,2.0068,2.9281,0.8909,1.3735,"PBANKA_1106000.1","conserved Plasmodium protein%2C unknown function",-462,1
"278","PbANKA_11_v3",251700,252743,"gams_GFP-AP2-O3_1091",1000,"+",6042.333984,20.3552,-1,853,1.6338,2.6691,0.616,0.5026,"PBANKA_1106300.1","GTPase-activating protein%2C putative",-178,1
"279","PbANKA_11_v3",274364,275198,"gams_GFP-AP2-O3_1095",1000,"-",5835.325684,15.102571,-1,452,1.5686,2.5223,0.9677,0.2606,"PBANKA_1107000.1","conserved Plasmodium protein%2C unknown function",-172,1
"280","PbANKA_11_v3",307176,307776,"gams_GFP-AP2-O3_1100",1000,"+",4152.569336,18.445679,-1,370,1.8596,2.5365,1.1438,1.5239,"PBANKA_1108000.1","conserved protein%2C unknown function",-303,1
"281","PbANKA_11_v3",327914,328363,"gams_GFP-AP2-O3_1101",1000,"+",3606.60498,18.149961,-1,207,1.5503,2.6764,-0.0081,0.4849,"PBANKA_1108500.1","conserved Plasmodium protein%2C unknown function",-804,1
"282","PbANKA_11_v3",340299,340954,"gams_GFP-AP2-O3_1103",1000,"+",3960.284912,14.164713,-1,297,1.3307,2.3192,0.3966,0.309,"PBANKA_1108700.1","structural maintenance of chromosomes protein 4%2C putative",-409,1
"283","PbANKA_11_v3",418205,418666,"gams_GFP-AP2-O3_1109",1000,"+",5204.40918,22.982176,-1,247,1.7307,2.7936,0.5966,0.595,"PBANKA_1110700.1","stearoyl-CoA desaturase%2C putative",-498,1
"284","PbANKA_11_v3",513065,513697,"gams_GFP-AP2-O3_1120",1000,"-",2835.900146,12.053709,-1,199,1.4049,2.0067,1.0385,0.9041,"PBANKA_1113000.1","purine nucleoside phosphorylase%2C putative",-657,1
"285","PbANKA_11_v3",520366,522007,"gams_GFP-AP2-O3_1121",1000,"+",16040.34082,33.908058,-1,1103,2.6621,3.0907,2.0347,2.6718,"PBANKA_1113400.1","secreted ookinete protein",-499,1
"286","PbANKA_11_v3",529477,530390,"gams_GFP-AP2-O3_1122",1000,"-",6859.349121,20.228905,-1,405,1.7746,2.7999,0.7953,0.6461,"PBANKA_1113700.1","tubulin--tyrosine ligase%2C putative",-93,1
"287","PbANKA_11_v3",544297,544912,"gams_GFP-AP2-O3_1124",1000,"-",2776.062256,10.188594,-1,276,1.1648,2.0435,0.4625,0.2935,"PBANKA_1114100.1","conserved Plasmodium protein%2C unknown function",-207,1
"288","PbANKA_11_v3",556137,557021,"gams_GFP-AP2-O3_1128",1000,"+",2782.897705,9.187923,-1,351,1.4483,2.0077,1.1645,0.9441,"PBANKA_1114500.1","conserved Plasmodium protein%2C unknown function",-660,1
"289","PbANKA_11_v3",556137,557021,"gams_GFP-AP2-O3_1128",1000,"-",2782.897705,9.187923,-1,351,1.4483,2.0077,1.1645,0.9441,"PBANKA_1114400.1","inositol polyphosphate multikinase%2C putative",-715,2
"290","PbANKA_11_v3",643738,645300,"gams_GFP-AP2-O3_1144",1000,"-",29213.558594,39.46904,-1,455,2.8791,3.6175,2.1419,2.4285,"PBANKA_1117000.1","histone H2A%2C putative",-525,1
"291","PbANKA_11_v3",647033,647958,"gams_GFP-AP2-O3_1145",1000,"+",9699.272461,24.4741,-1,353,1.9314,3.1761,0.3552,0.1695,"PBANKA_1117100.1","histone H3 variant%2C putative",-611,1
"292","PbANKA_11_v3",658933,659513,"gams_GFP-AP2-O3_1148",1000,"+",3853.22168,16.33602,-1,281,1.5189,2.589,0.5856,0.1109,"PBANKA_1117500.1","ribosomal protein L27a%2C putative",-690,1
"293","PbANKA_11_v3",664318,664943,"gams_GFP-AP2-O3_1149",1000,"+",3465.958008,13.504355,-1,358,1.4192,2.1852,1.0481,0.4929,"PBANKA_1117700.1","malate dehydrogenase%2C putative",-299,1
"294","PbANKA_11_v3",701646,702014,"gams_GFP-AP2-O3_1153",1000,"-",1763.609863,10.790881,-1,178,1.1783,2.0649,0.1858,0.5538,"PBANKA_1118500.1","conserved Plasmodium protein%2C unknown function",-807,1
"295","PbANKA_11_v3",743617,744816,"gams_GFP-AP2-O3_1161",1000,"-",12192.8125,23.552036,-1,245,2.0569,3.0881,1.1008,0.8748,"PBANKA_1119900.1","DnaJ protein%2C putative",-347,1
"296","PbANKA_11_v3",752840,753519,"gams_GFP-AP2-O3_1162",1000,"-",9818.532227,29.537527,-1,402,2.1581,3.2663,0.0088,1.4658,"PBANKA_1120100.1","conserved Plasmodium protein%2C unknown function",-969,1
"297","PbANKA_11_v3",851826,852858,"gams_GFP-AP2-O3_1173",1000,"+",4075.093994,11.071987,-1,806,1.2632,2.2087,0.4145,0.3166,"PBANKA_1122900.1","hexokinase%2C putative",-658,1
"298","PbANKA_11_v3",859456,860215,"gams_GFP-AP2-O3_1174",1000,"+",8748.208008,35.55827,-1,254,2.2438,3.4929,0.4884,0.6306,"PBANKA_1123200.1","CPW-WPC family protein",-346,1
"299","PbANKA_11_v3",859456,860215,"gams_GFP-AP2-O3_1174",1000,"-",8748.208008,35.55827,-1,254,2.2438,3.4929,0.4884,0.6306,"PBANKA_1123100.1","conserved Plasmodium protein%2C unknown function",-667,2
"300","PbANKA_11_v3",864158,865117,"gams_GFP-AP2-O3_1175",1000,"-",4449.645996,15.535981,-1,660,1.6637,2.3627,1.2897,0.9385,"PBANKA_1123300.1","conserved protein%2C unknown function",-860,2
"301","PbANKA_11_v3",885286,886358,"gams_GFP-AP2-O3_1178",1000,"+",4076.460449,10.50194,-1,457,1.3392,2.0412,0.6134,0.9593,"PBANKA_1123800.1","GAS8-like protein%2C putative",-589,1
"302","PbANKA_11_v3",1006217,1006890,"gams_GFP-AP2-O3_1188",1000,"-",6540.495117,19.894558,-1,329,1.7521,2.7702,0.704,0.7265,"PBANKA_1126800.1","HECT-domain (ubiquitin-transferase)%2C putative",-737,1
"303","PbANKA_11_v3",1109462,1110351,"gams_GFP-AP2-O3_1193",1000,"-",6248.57959,27.479513,-1,573,2.1165,3.1814,1.0831,0.8633,"PBANKA_1129100.1","DNA polymerase epsilon catalytic subunit A%2C putative",-934,1
"304","PbANKA_11_v3",1121293,1121927,"gams_GFP-AP2-O3_1194",1000,"+",3320.89624,12.82557,-1,343,1.3042,2.2451,0.3838,0.4466,"PBANKA_1129500.1","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase%2C putative",-515,1
"305","PbANKA_11_v3",1139674,1140124,"gams_GFP-AP2-O3_1195",1000,"-",3803.027344,17.851755,-1,265,1.4701,2.5961,0.4355,-0.1328,"PBANKA_1129900.1","conserved Plasmodium protein%2C unknown function",-469,1
"306","PbANKA_11_v3",1139674,1140124,"gams_GFP-AP2-O3_1195",1000,"+",3803.027344,17.851755,-1,265,1.4701,2.5961,0.4355,-0.1328,"PBANKA_1130000.1","Ran-binding protein%2C putative",-545,2
"307","PbANKA_11_v3",1168828,1169259,"gams_GFP-AP2-O3_1202",1000,"-",2181.098389,12.332255,-1,231,1.1074,2.3082,-0.6148,-0.2207,"PBANKA_1131000.1","V-type proton ATPase 21 kDa proteolipid subunit%2C putative",-954,1
"308","PbANKA_11_v3",1189188,1189718,"gams_GFP-AP2-O3_1206",1000,"-",2512.585938,12.494599,-1,308,1.2583,2.205,0.0888,0.5869,"PBANKA_1131700.1","RAP protein%2C putative",-305,1
"309","PbANKA_11_v3",1189188,1189718,"gams_GFP-AP2-O3_1206",1000,"+",2512.585938,12.494599,-1,308,1.2583,2.205,0.0888,0.5869,"PBANKA_1131800.1","histone-lysine N-methyltransferase%2C putative",-691,2
"310","PbANKA_11_v3",1222212,1222653,"gams_GFP-AP2-O3_1210",1000,"+",3416.616943,15.739747,-1,198,1.4619,2.5288,0.0016,0.577,"PBANKA_1132600.1","ubiquitin-conjugating enzyme E2%2C putative",-523,1
"311","PbANKA_11_v3",1313984,1314634,"gams_GFP-AP2-O3_1217",1000,"+",6880.85791,21.559412,-1,332,1.7618,3.0369,0.1568,-0.2315,"PBANKA_1135100.1","40S ribosomal protein S15%2C putative",-777,1
"312","PbANKA_11_v3",1335241,1336004,"gams_GFP-AP2-O3_1218",1000,"-",3429.499756,15.239514,-1,566,1.4636,2.5498,-0.196,0.6282,"PBANKA_1135500.1","high mobility group protein B4%2C putative",-219,1
"313","PbANKA_11_v3",1335241,1336004,"gams_GFP-AP2-O3_1218",1000,"+",3429.499756,15.239514,-1,566,1.4636,2.5498,-0.196,0.6282,"PBANKA_1135600.1","exosome complex exonuclease RRP44%2C putative",-565,2
"314","PbANKA_11_v3",1344541,1345063,"gams_GFP-AP2-O3_1220",1000,"+",5702.429688,23.736073,-1,273,1.9997,3.0836,0.6334,0.9775,"PBANKA_1135800.1","conserved Plasmodium protein%2C unknown function",-962,1
"315","PbANKA_11_v3",1417410,1417936,"gams_GFP-AP2-O3_1222",1000,"+",2061.640869,10.482512,-1,188,1.2534,2.0347,0.6245,0.5976,"PBANKA_1137400.1","conserved Plasmodium protein%2C unknown function",-239,1
"316","PbANKA_11_v3",1420691,1421213,"gams_GFP-AP2-O3_1223",1000,"-",2645.228271,13.552565,-1,304,1.4381,2.4251,0.8749,-0.1137,"PBANKA_1137500.1","actin-depolymerizing factor 2",-597,1
"317","PbANKA_11_v3",1436738,1437279,"gams_GFP-AP2-O3_1225",1000,"-",4418.712402,19.017443,-1,267,1.8141,2.7466,0.5539,1.2445,"PBANKA_1137900.1","proliferating cell nuclear antigen 1%2C putative",-676,1
"318","PbANKA_11_v3",1459051,1459660,"gams_GFP-AP2-O3_1226",1000,"+",14775.311523,53.343761,-1,328,3.1675,4.5831,0.3894,0.745,"PBANKA_1138600.1","conserved protein%2C unknown function",-406,1
"319","PbANKA_11_v3",1559150,1559774,"gams_GFP-AP2-O3_1235",1000,"+",12787.491211,42.028999,-1,312,2.6649,4.0003,0.9168,0.1813,"PBANKA_1141400.1","DNA topoisomerase 6 subunit B%2C putative",-519,1
"320","PbANKA_11_v3",1607059,1607658,"gams_GFP-AP2-O3_1240",1000,"+",4390.617188,15.265261,-1,457,1.4031,2.5933,0.1828,-0.3879,"PBANKA_1142800.1","conserved protein%2C unknown function",-280,1
"321","PbANKA_11_v3",1614909,1615944,"gams_GFP-AP2-O3_1243",1000,"+",10528.551758,26.835966,-1,643,2.1485,3.2643,0.7777,0.9842,"PBANKA_1143100.1","CLAMP domain-containing protein%2C putative",-318,1
"322","PbANKA_11_v3",1666545,1667095,"gams_GFP-AP2-O3_1247",1000,"+",2455.531738,10.395677,-1,248,1.2169,2.0938,0.263,0.5895,"PBANKA_1144800.1","conserved protein%2C unknown function",-496,1
"323","PbANKA_12_v3",84939,85632,"gams_GFP-AP2-O3_1258",1000,"+",8035.169434,25.353939,-1,339,1.8186,3.025,0.2091,0.3629,"PBANKA_1201400.1","conserved protein%2C unknown function",-969,1
"324","PbANKA_12_v3",105742,106599,"gams_GFP-AP2-O3_1262",1000,"+",6872.235352,20.933811,-1,482,1.7263,2.6718,0.5848,1.0384,"PBANKA_1202000.1","inner membrane complex protein 1c",-785,1
"325","PbANKA_12_v3",164354,164988,"gams_GFP-AP2-O3_1266",1000,"-",2138.031738,10.718331,-1,410,1.3683,2.0325,0.8979,0.8405,"PBANKA_1203450.1","conserved Plasmodium protein%2C unknown function",-316,1
"326","PbANKA_12_v3",173101,173630,"gams_GFP-AP2-O3_1268",1000,"-",3097.487305,12.725568,-1,185,1.1382,2.3871,-0.9871,-0.2042,"PBANKA_1203700.1","regulator of nonsense transcripts 1%2C putative",-575,1
"327","PbANKA_12_v3",193492,194964,"gams_GFP-AP2-O3_1270",1000,"-",9937.016602,16.388807,-1,516,1.6175,2.6645,0.8068,0.1581,"PBANKA_1204400.1","DNA/RNA-binding protein Alba 3%2C putative",-735,1
"328","PbANKA_12_v3",285124,286294,"gams_GFP-AP2-O3_1284",1000,"-",26495.064453,35.320892,-1,314,2.6114,3.7131,1.1738,1.5667,"PBANKA_1206900.1","tubulin beta chain%2C putative",-503,1
"329","PbANKA_12_v3",340956,341432,"gams_GFP-AP2-O3_1289",1000,"-",4495.686035,19.081488,-1,249,1.6898,2.8184,-0.0847,0.7497,"PBANKA_1208600.1","DNA2/NAM7 helicase%2C putative",-351,1
"330","PbANKA_12_v3",346333,347015,"gams_GFP-AP2-O3_1291",1000,"-",3106.748779,12.780985,-1,448,1.4364,2.2839,0.9488,0.3999,"PBANKA_1208800.1","MORN repeat protein%2C putative",-549,2
"331","PbANKA_12_v3",354650,355046,"gams_GFP-AP2-O3_1293",1000,"+",1742.178711,9.830786,-1,208,0.9812,2.0543,-0.4623,0.0611,"PBANKA_1209300.1","conserved Plasmodium protein%2C unknown function",-322,1
"332","PbANKA_12_v3",354650,355046,"gams_GFP-AP2-O3_1293",1000,"-",1742.178711,9.830786,-1,208,0.9812,2.0543,-0.4623,0.0611,"PBANKA_1209200.1","50S ribosomal protein L22%2C mitochondrial%2C putative",-807,2
"333","PbANKA_12_v3",359051,360013,"gams_GFP-AP2-O3_1294",1000,"-",11939.614258,27.74061,-1,450,1.9415,3.1781,0.3391,0.2718,"PBANKA_1209400.1","inner membrane complex sub-compartment protein 1",-870,1
"334","PbANKA_12_v3",404212,404789,"gams_GFP-AP2-O3_1302",1000,"-",3449.104492,12.398232,-1,287,1.3181,2.2846,0.4581,0.3036,"PBANKA_1210900.1","phosphoglucomutase%2C putative",-992,1
"335","PbANKA_12_v3",449623,450090,"gams_GFP-AP2-O3_1307",1000,"+",3975.831787,17.796595,-1,284,1.6961,2.5506,0.7163,1.1498,"PBANKA_1212000.1","conserved Plasmodium protein%2C unknown function",-828,1
"336","PbANKA_12_v3",536918,537541,"gams_GFP-AP2-O3_1311",1000,"-",7107.927246,26.458321,-1,237,1.9354,3.1504,0.5267,0.2078,"PBANKA_1214000.1","heat shock protein 60%2C putative",-405,1
"337","PbANKA_12_v3",540207,540691,"gams_GFP-AP2-O3_1312",1000,"+",3166.214355,15.116826,-1,233,1.5342,2.4985,0.7197,0.4765,"PBANKA_1214200.1","ribonucleoside-diphosphate reductase small chain%2C putative",-309,1
"338","PbANKA_12_v3",540207,540691,"gams_GFP-AP2-O3_1312",1000,"-",3166.214355,15.116826,-1,233,1.5342,2.4985,0.7197,0.4765,"PBANKA_1214100.1","tubulin binding cofactor c%2C putative",-903,2
"339","PbANKA_12_v3",542018,544003,"gams_GFP-AP2-O3_1313",1000,"+",16560.324219,19.569227,-1,1647,1.8538,2.8407,0.9975,0.7513,"PBANKA_1214300.1","enolase%2C putative",-386,1
"340","PbANKA_12_v3",589872,590494,"gams_GFP-AP2-O3_1320",1000,"-",2388.291504,8.945073,-1,312,1.1235,2.0005,0.4291,0.2491,"PBANKA_1215700.1","conserved Plasmodium protein%2C unknown function",-597,1
"341","PbANKA_12_v3",589872,590494,"gams_GFP-AP2-O3_1320",1000,"+",2388.291504,8.945073,-1,312,1.1235,2.0005,0.4291,0.2491,"PBANKA_1215800.1","conserved Plasmodium protein%2C unknown function",-820,2
"342","PbANKA_12_v3",621118,621902,"gams_GFP-AP2-O3_1322",1000,"+",5452.978516,20.678083,-1,561,1.7706,2.9233,0.6402,0.1258,"PBANKA_1216500.1","peptidyl-prolyl cis-trans isomerase%2C putative",-347,1
"343","PbANKA_12_v3",655805,656912,"gams_GFP-AP2-O3_1323",1000,"-",6775.967285,15.51671,-1,522,1.5169,2.4516,0.7371,0.5343,"PBANKA_1217100.1","protein kinase%2C putative",-935,1
"344","PbANKA_12_v3",691157,692027,"gams_GFP-AP2-O3_1329",1000,"+",5156.335938,21.405266,-1,695,1.9286,2.9393,1.0063,0.8003,"PBANKA_1218100.1","oocyst capsule protein Cap380",-603,1
"345","PbANKA_12_v3",713104,713836,"gams_GFP-AP2-O3_1331",1000,"-",4700.405762,11.039997,-1,461,1.4577,2.0654,1.6004,0.0317,"PBANKA_1218500.1","protein phosphatase inhibitor 2%2C putative",-243,1
"346","PbANKA_12_v3",728304,728826,"gams_GFP-AP2-O3_1333",1000,"-",3222.344238,14.946304,-1,153,1.4701,2.3667,0.9617,0.2704,"PBANKA_1218800.1","ABC transporter I family member 1%2C putative",-430,1
"347","PbANKA_12_v3",820382,821051,"gams_GFP-AP2-O3_1348",1000,"-",6957.399902,19.637297,-1,398,1.7359,2.8544,0.5299,0.3976,"PBANKA_1221200.1","60S ribosomal protein L34%2C putative",-593,1
"348","PbANKA_12_v3",824531,825331,"gams_GFP-AP2-O3_1349",1000,"-",2945.662842,14.051253,-1,246,1.3991,2.3598,0.5374,0.4094,"PBANKA_1221400.1","protein transport protein USE1%2C putative",-284,1
"349","PbANKA_12_v3",824531,825331,"gams_GFP-AP2-O3_1349",1000,"+",2945.662842,14.051253,-1,246,1.3991,2.3598,0.5374,0.4094,"PBANKA_1221500.1","50S ribosomal protein L1%2C mitochondrial%2C putative",-524,2
"350","PbANKA_12_v3",880259,881366,"gams_GFP-AP2-O3_1356",1000,"-",7209.602051,19.880322,-1,603,1.7127,2.57,1.1615,0.7297,"PBANKA_1223200.1","coenzyme Q-binding protein COQ10 homolog%2C mitochondrial%2C putative",-182,1
"351","PbANKA_12_v3",887956,888791,"gams_GFP-AP2-O3_1359",1000,"+",6143.306641,26.56266,-1,259,2.0895,3.2095,0.9489,0.6663,"PBANKA_1223500.1","DNA helicase PSH3%2C putative",-585,1
"352","PbANKA_12_v3",896698,897419,"gams_GFP-AP2-O3_1361",1000,"+",6459.330566,21.589485,-1,491,1.5483,2.6084,0.5727,0.249,"PBANKA_1223800.1","V-type proton ATPase subunit a%2C putative",-856,1
"353","PbANKA_12_v3",931723,932490,"gams_GFP-AP2-O3_1367",1000,"-",7605.653809,24.254719,-1,348,1.5794,2.5261,0.5704,0.7824,"PBANKA_1224500.1","Dpy-19-like C-mannosyltransferase%2C putative",-433,1
"354","PbANKA_12_v3",939155,940449,"gams_GFP-AP2-O3_1369",1000,"+",34515.503906,77.634651,-1,333,3.1593,4.3924,1.0297,1.9103,"PBANKA_1224900.1","conserved Plasmodium protein%2C unknown function",-989,1
"355","PbANKA_12_v3",1026124,1026594,"gams_GFP-AP2-O3_1374",1000,"-",5694.777832,25.152571,-1,215,1.7275,2.7723,0.6355,0.6313,"PBANKA_1226700.1","AAA family ATPase%2C putative",-686,1
"356","PbANKA_12_v3",1048681,1049546,"gams_GFP-AP2-O3_1379",1000,"-",6647.036621,17.64082,-1,602,1.5605,2.7323,0.0217,0.2491,"PBANKA_1227400.1","serine/threonine protein phosphatase 2B catalytic subunit A",-731,1
"357","PbANKA_12_v3",1086474,1087080,"gams_GFP-AP2-O3_1383",1000,"-",2951.494385,13.174267,-1,361,1.5246,2.3018,0.8228,0.9499,"PBANKA_1228200.1","glutamate dehydrogenase%2C putative",-304,1
"358","PbANKA_12_v3",1102545,1104311,"gams_GFP-AP2-O3_1384",1000,"-",7350.192383,12.664024,-1,207,1.5066,2.2261,0.9815,0.9037,"PBANKA_1228300.1","lysine-specific histone demethylase%2C putative",-955,1
"359","PbANKA_12_v3",1133820,1134387,"gams_GFP-AP2-O3_1387",1000,"+",2198.812256,11.799072,-1,298,1.1939,2.1329,0.6066,-0.067,"PBANKA_1229100.1","pre-mRNA-splicing factor CWF7%2C putative",-583,1
